sender,amount0,amount1,block
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,24734632724376241677,1994247065840626876,10777576
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,40150522380747294440,3237415655075348688,10779085
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,5932611695666514548,497798331125294025,10779722
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,152356911927185914312,13014167467000000000,10779956
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,23315820366621264368,1991748330368107960,10779995
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,55646117419244725198,4811708775364522067,10780176
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,3982332370082642757,335358126721612789,10780375
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,73945577091975116648,6478473327978483762,10780601
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,24140659396420199990,1991758998153468933,10781252
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,13263512894459527766,995402278640593329,10782265
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,556001739666427570732,39999999999999999999,10782739
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,31926995608774281402,2489945738174667663,10783402
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,12338151646828630392,998077340367664657,10783757
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,2461051585999538937,202501551182490756,10783793
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,12260000000000000000,1011247156554158216,10783818
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,25633233849617493335,2097605509974726673,10783899
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,106204983986411644720,8643981987406370545,10783910
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,2361094012787216270,199107742634968745,10784130
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,9106281137400757201,743055190605622515,10784169
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,384815287188081323251,29640612365115632216,10784766
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,17424754019268922427,1342151407800509548,10784769
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,144234466812767772206,9842261498935496332,10785358
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,1000536492934510801159,68742534873745415557,10785453
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,24125284893575464167,1819345145837899531,10786278
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,125167371026168699066,9573606768907368285,10787557
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,1423098818950305722580,106104624540377556666,10787821
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,27460000000000000000,1996968946302251519,10788094
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,345270654143133371546,24405068489905344201,10790093
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,405210052189414381491,28949684217536072565,10790136
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,58893086095063198038,4359056301266065487,10790231
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,14949638917208566663,1118187936225631404,10790316
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,40593221020265719979,3005185444077746603,10790402
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,1949131848686902447,152302968939557797,10790651
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,32245578854783268883,2496176136986300619,10790732
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,411917664306525961102,25000000000000000000,10791488
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,36492468772596087142,2365482150089052483,10791699
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,249972080717666291872,14722677906681233043,10791768
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,58643813741580837318,3486875399567688188,10791772
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,25158169019782159818,1537894250428287168,10791910
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,27198895460835205241,1742758378963502176,10792404
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,16531173559923539402,1074332641519867081,10792426
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,10249539590042579861,664007775956841853,10792510
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,15654023300417827604,991453798174324259,10793683
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,207066999122152904484,12784724150561599376,10793946
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,32568210479203585119,2003214268832807100,10795439
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,18379805889853778882,1095746944777228320,10796442
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,2641626108310979219,206172684712453429,10797441
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,55027709877458928945,4394032732797476408,10797551
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,308436198972195803945,23397005465012831028,10797855
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,66434358954690994767,4942193086715553426,10797950
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,38530166392166797252,2829022046645729652,10798186
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,33575279051822485086,2489924022505464271,10798374
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,461316447057137721167,34145146713754743305,10798463
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,18682660884166054920,1493653425794557585,10798986
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,292188713859222332764,24657826074725448861,10799137
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,36456099496080163927,2993363141039334033,10799159
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,26505817073331711468,2199999999999999999,10799337
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,200000000000000000000,15646721197188449461,10799885
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,71175005284049029153,4919835051925486324,10803122
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,250000000000000000000,17757087196211359562,10803242
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,144009436355614328931,10073360775337025403,10803536
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,100000000000000000000,7106234574000149395,10803850
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,68462216214405065367,4994008250014755198,10803955
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,25247339056645988486,1884089941329467399,10804100
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,39001591548127306156,2978949227187633340,10804772
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,78390600911656229398,5920135441118778175,10804867
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,7963503952680293586,574801403133615083,10806495
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,803502228036968288613,57443334246861734570,10806788
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,100453205908226242990,7809289586500601658,10807792
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,15228267937424598831,1194847237288367510,10808141
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,52644800392200746553,4102119492879578303,10809208
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,12733232931367584974,1009580935949351725,10809435
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,194534883972703550166,16091806842824242407,10810169
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,61382882310582187678,4988637395376228928,10810981
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,142255558116746115990,11007740832049182016,10812391
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,17053041659984142204,1321079419963187784,10812518
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,30647361626188992370,2092319576980414881,10816304
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,11094951585144732118,769945170254697788,10817342
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,6948893664875363404,497796583027326952,10818372
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,25027192857973244714,1771360442493406703,10818486
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,48153556584665886866,3406005664484813283,10819953
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,71393983386871232052,5000000000000000000,10820656
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,1515722360338873757,99262059040409349,10821803
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,2300000000000000000,151409277801612945,10822147
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,438422273658164459400,29069494269626260346,10822302
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,28801600081419684152,1925690881182123624,10822323
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,199730000000000000000,13358267688573592321,10822346
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,24053917487332602719,1648585434526559006,10823499
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,5585913199964422363,414208408969454807,10823670
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,96192084475146923486,6623576502847855538,10824316
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,48043390492092115208,3449132360916986358,10824783
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,105340705455026766943,7477097831491833209,10824912
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,21086905701950647467,1440223666874561557,10825412
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,248742235728318037251,16874306931756226282,10827528
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,1891439789309987831522,135263260397317935204,10828827
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,110212514639543813680,7477027763544711827,10829695
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,7791116808307544812,508572456381680493,10830889
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,15423077881827594110,995702451772262920,10831047
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,15992387433906190542,1050791239148129113,10831328
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,304387528903859804812,19999999999999999999,10831336
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,144680339768572564369,10008108731181283431,10831532
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,187877615884775835963,12570068965519915551,10831828
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,11208782751602942124,759950713285885589,10832184
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,1442982427517581837337,99947860759911301617,10832586
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,42122384115224164037,2825666373595501673,10833008
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,283949000000000000000,19143857203744830968,10833632
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,537100000000000000000,37703703452723584265,10834326
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,11358839706801711618,794954999749573429,10834392
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,43000000000000000000,2882965545047730103,10835062
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,7691990564834886231,499999999999999999,10835471
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,1991827771680794998,130854989019471762,10835552
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,6642508282660835918805,424207796535503501155,10836067
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,100000000000000000000,6271134822057137100,10836335
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,15876591246298980999,999999999999999999,10836662
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,869730000000000000000,54985853901353377336,10837560
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,49899665122904503213,3164571343368962969,10837872
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,328400155193973877700,20645968020768145746,10837994
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,331000000000000000000,19950236644338688470,10839183
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,445344736225909508950,26999999999999999999,10839208
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,162760627893844548144,9761249756710317866,10839522
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,174252000000000000000,10364991453282785901,10839570
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,450333595627509409281,26722145174186648370,10839638
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,191000000000000000000,11549974835206389896,10839828
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,146541894449158277944,8830685121806853763,10840014
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,336493286648978933985,20383367374812612500,10840057
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,102418642736523887430,6170232271536030924,10840316
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,33932491032531164556,2046486205269574227,10840329
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,180744788260224078055,10736899301818340091,10840372
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,65552169110430333212,3883724473370479613,10840413
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,11053365457290237571,648252076001807041,10840740
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,295549148849069689954,17245631050912886852,10841078
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,100000000000000000000,5905635713250149727,10841338
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,703433000000000000000,41551025251046500940,10841387
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,50788133078541790516,3000000000000000000,10841400
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,281939427385603047556,17049072610802787262,10841866
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,19829000000000000000,1136842960238491836,10842192
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,48288531920401622261,2679106549322022031,10842534
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,180103866645777587136,10005445843962929853,10842564
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,175155805014290561595,9999999999999999999,10842929
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,953167359461890919342,54474642107602913355,10843000
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,92494583133639823918,5299185863414575813,10843025
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,125000000000000000000,6906277177324800336,10843382
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,231494947875612948731,13413685841355099754,10844075
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,25000000000000000000,1467699597176744618,10844586
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,500030000000000000000,28507348184606633705,10844905
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,12300000000000000000,705159220145275711,10845041
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,172051136956327138554,9999999999999999999,10845447
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,339494276232410290777,20036582503481494347,10845673
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,78573554836221328854,4660194616476563306,10845992
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,157737731847370478913,9412240976383256925,10846484
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,8514726340201992758,497788106864549045,10846869
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,50725234701068053256,2998285327606963909,10847116
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,20617734169001818653,1216132493182860661,10847207
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,921159197031737379949,53275478255127205227,10848334
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,77054550274721233332,4442520358008626477,10848672
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,998007241016956613,57581059557606117,10848856
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,411732489985527684688,24647091978384002205,10848904
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,944292640538109080658,58441853368138644094,10849101
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,19893105780087580333,1259999999999999999,10849703
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,1449073842752535669419,92999999999999999999,10849750
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,1168712164581714012202,74288499466549337860,10849860
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,1494960363210159408626,94365031709155131792,10849932
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,7760381198895891889,490621500554889545,10850120
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,39990545077854393509,2640605097126529621,10850541
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,52923425020423451182,3517260954415474902,10850804
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,20000000000000000000,1332402501797637994,10851200
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,529279634256108891189,35132454509683877146,10851274
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,513360000000000000000,34075743104002022471,10851283
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,180000000000000000000,12054475780667918747,10851364
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,29732147147146213022,1999698095292386651,10851399
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,18000000000000000000,1217127687039459743,10851477
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,146964502604716651927,9942569244321499049,10851537
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,56717078329111195493,4000000000000000000,10851703
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,128205398263899482608,8852369578870717353,10851986
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,14000000000000000000000,967383346933990599933,10852050
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,119629146683224342737,8977529013758779950,10852458
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,13992031045979688099,1038098849924649381,10852530
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,13000000000000000000,969969151591260401,10852544
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,70437328015533256386,5213855215893316823,10852726
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,40830660361384746754,3080298132568196921,10852946
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,218022850247043966556,16005611792740045953,10853214
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,7462009815883067810081,547792737758571487708,10853225
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,14093783901001352326,994177314234110095,10853437
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,2364500375989307459612,160548984068610667287,10853760
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,3000000000000000000,203555652502744650,10854371
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,202416236333437992334,13744696824298910063,10854394
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,2108677490610000000000,143941069405191090638,10854438
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,150000000000000000000,9501647066057042289,10855013
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,18346514378634604777,1166850360761079551,10855067
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,5000000000000000000,318662207786218535,10855115
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,42433333386651341175,2682581399249482939,10855362
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,448844637514513245266,28603274027804116954,10855657
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,748764715666607458256,48325919259238593735,10856021
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,866376168606967924113,55928339610573069121,10856038
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,661625303751687249994,42719565813602275063,10856070
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,19097200530617773035686,1228999999999999999999,10856107
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,256685975467611060371,16523788143289488897,10856127
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,98674175798484655698,6376050556275507446,10856282
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,246605305294866103905,15999999999999999999,10856293
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,665492839658077487648,43152015306906483473,10856302
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,668976715641919114805,43377843648972790357,10856362
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,258958505715006541111,17164208997059435225,10856585
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,90523878274359815552,5974743286070842469,10856719
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,892422571120512333997,59255100812556633318,10856771
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,38876104621730928011,2499999999999999999,10856963
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,7863761676354344924492,505693777248882781375,10856964
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,5524303409007231338,356927414744797907,10857010
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,425030908504918276902,27461414069318116836,10857011
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,7743599156347898057,497768172796884906,10857174
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,17025994677618814758,1095134937335074870,10857204
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,35689897870731446030,2254348772376205958,10857674
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,99371291111821858421,6297105932008716985,10857750
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,753967994179486501536,47229435523526084864,10857836
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,79634780028207184617,4988415606242618216,10857847
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,87822155416842823179,5558755084442905343,10857940
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,791176544128614334939,50077985634630039444,10857950
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,17295804991069544741,1089028850219375999,10858001
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,1233454856119237541780,78212377439509945710,10858010
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,752051831955547120700,47714408485247457155,10858030
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,48858665739963457547,3099869232548561548,10858043
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,409304552709030052676,25968588590559456487,10858058
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,450000000000000000000,28367709957547683025,10858092
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,100000000000000000000,6303935546121707339,10858095
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,30000000000000000000,1880455409973915716,10858169
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,50000000000000000000,3134092349956526194,10858178
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,47704355729715060689,3000000000000000000,10858223
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,99997512725210330955,6324910312462880664,10858288
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,278625337167886814034,17614882952009097834,10858302
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,8000000000000000000000,505900127018195926327,10858380
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,125867811671148956476,7981281342000000000,10858578
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,34967700481255756317,2212151775449692031,10858740
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,1583806589546245005612,99999999999999999999,10858814
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,8045628842792833322697,507993141075254496287,10858816
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,6507980543202917407116,412753805825330420657,10858837
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,1860573880305774384789,120451210822291901120,10858904
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,752000000000000000000,48142640053810520839,10859086
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,44556328136841564716,2854364765155234572,10859172
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,183919977274933614681,11998754893692867065,10859393
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,183919977274933614681,11998754893692867065,10859393
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,65581388377517477217,4372285730456113132,10860431
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,269911017809013541935,17999999999999999999,10860627
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,2259822564822658628140,150000000000000000000,10860931
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,138473088560840652741,9160497292966466720,10861306
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,807924806433747343281,54894464252169566368,10861481
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,78730848894598018984,5426786703385654019,10861541
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,106547759652529544606,7469312994401016828,10862081
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,545500759047591348769,38356034592183250197,10862121
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,872196946940196079129,60911581792358561640,10862204
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,45333127205712964633,3250000000000000000,10862378
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,3151802429938375077,228259288656377822,10862480
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,4033277517459265751,291656896007126237,10862516
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,9839727384488987067,708249630594408565,10862522
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,166705023179663756229,11999999999999999999,10862538
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,18906896508549293264,1303920925586273161,10862838
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,7230019226104004142,497764766845625646,10862857
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,16433440411065607394,1150044453976642105,10863032
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,44853607887517701806,3176093550441302891,10864232
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,2131502683908615542438,149999999999999999999,10864506
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,73089181869560354544,4979079015161654720,10864938
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,358070237800956669166,24407661656530553525,10865006
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,134278006615445977308,9003724432156115931,10865286
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,134222461898427360828,8999999999999999999,10865340
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,189409964633681534188,12985158480979304351,10865982
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,2000000000000000000000,133465735372636265429,10866039
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,489933035239686597547,32000000000000000000,10867717
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,7082851071732017532,450219082306243507,10868351
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,265066503993581109582,16967256869806050412,10868610
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,17835178164077328767,1096885245535324587,10869343
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,120793366665179546959,7464256817704963537,10869478
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,40319118548708829448,2248187129000949047,10873672
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,198552718561214959809,10142494049559198092,10875531
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,5000000000000000000,255586294839500220,10875539
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,52892900948541516811,2644375505233680739,10875650
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,18837462977472196009,1000000000000000000,10876039
